Pregunta,Consulta,Tabla,Valores,Categoría
Muéstrame todos los contratos de Principado de Asturias que excedan 531000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Principado de Asturias' AND expedientes.total_amount > 531000;,expedientes,"{'region': 'Principado de Asturias', 'cuantia': 531000}",region_cuantia_superior
¿Qué expedientes de País Vasco están registrados con cuantía mayor a 618000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'País Vasco' AND expedientes.total_amount > 618000;,expedientes,"{'region': 'País Vasco', 'cuantia': 618000}",region_cuantia_superior
Necesito consultar los contratos de Sur que superen 959000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Sur' AND expedientes.total_amount > 959000;,expedientes,"{'region': 'Sur', 'cuantia': 959000}",region_cuantia_superior
Necesito consultar los expedientes de Ciudad de Ceuta que superen 167000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ciudad de Ceuta' AND expedientes.total_amount > 167000;,expedientes,"{'region': 'Ciudad de Ceuta', 'cuantia': 167000}",region_cuantia_superior
Enséñame los expedientes de Madrid con cuantía superior a 146000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Madrid' AND expedientes.total_amount > 146000;,expedientes,"{'region': 'Madrid', 'cuantia': 146000}",region_cuantia_superior
¿Cuáles son los expedientes que exceden 597000€ en Palencia?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Palencia' AND expedientes.total_amount > 597000;,expedientes,"{'cuantia': 597000, 'region': 'Palencia'}",region_cuantia_superior
Expedientes de Córdoba por encima de 490000€,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Córdoba' AND expedientes.total_amount > 490000;,expedientes,"{'region': 'Córdoba', 'cuantia': 490000}",region_cuantia_superior
Filtra en Zamora los contratos que estén por encima de 520000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Zamora' AND expedientes.total_amount > 520000;,expedientes,"{'region': 'Zamora', 'cuantia': 520000}",region_cuantia_superior
Filtra todos los contratos de Fuerteventura con cuantía superior a 681000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Fuerteventura' AND expedientes.total_amount > 681000;,expedientes,"{'region': 'Fuerteventura', 'cuantia': 681000}",region_cuantia_superior
¿Tienes información sobre contratos de Araba/Álava con cuantía superior a 274000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Araba/Álava' AND expedientes.total_amount > 274000;,expedientes,"{'region': 'Araba/Álava', 'cuantia': 274000}",region_cuantia_superior
Enséñame los contratos de Gran Canaria con cuantía superior a 193000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Gran Canaria' AND expedientes.total_amount > 193000;,expedientes,"{'region': 'Gran Canaria', 'cuantia': 193000}",region_cuantia_superior
¿Cuáles son los contratos en Valencia/València con cuantía superior a 24000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Valencia/València' AND expedientes.total_amount > 24000;,expedientes,"{'region': 'Valencia/València', 'cuantia': 24000}",region_cuantia_superior
Lista todas las licitaciones de Granada cuya cuantía supere 558000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Granada' AND expedientes.total_amount > 558000;,expedientes,"{'region': 'Granada', 'cuantia': 558000}",region_cuantia_superior
Enseña los contratos de Ciudad de Ceuta con importe mayor a 82000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ciudad de Ceuta' AND expedientes.total_amount > 82000;,expedientes,"{'region': 'Ciudad de Ceuta', 'cuantia': 82000}",region_cuantia_superior
¿Podrías filtrar los contratos de Ceuta que excedan 619000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ceuta' AND expedientes.total_amount > 619000;,expedientes,"{'region': 'Ceuta', 'cuantia': 619000}",region_cuantia_superior
Enseña los expedientes de Lugo con importe mayor a 33000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Lugo' AND expedientes.total_amount > 33000;,expedientes,"{'region': 'Lugo', 'cuantia': 33000}",region_cuantia_superior
Busco licitaciones en Lleida con cuantía mayor a 590000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Lleida' AND expedientes.total_amount > 590000;,expedientes,"{'region': 'Lleida', 'cuantia': 590000}",region_cuantia_superior
¿Podrías filtrar los expedientes de Cuenca que excedan 24000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Cuenca' AND expedientes.total_amount > 24000;,expedientes,"{'region': 'Cuenca', 'cuantia': 24000}",region_cuantia_superior
Filtra todas las licitaciones de Extremadura con cuantía superior a 629000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Extremadura' AND expedientes.total_amount > 629000;,expedientes,"{'region': 'Extremadura', 'cuantia': 629000}",region_cuantia_superior
¿Tienes información sobre licitaciones de Granada con cuantía superior a 520000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Granada' AND expedientes.total_amount > 520000;,expedientes,"{'region': 'Granada', 'cuantia': 520000}",region_cuantia_superior
¿Existen contratos en Segovia con una cuantía mayor a 619000€ actualmente?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Segovia' AND expedientes.total_amount > 619000;,expedientes,"{'region': 'Segovia', 'cuantia': 619000}",region_cuantia_superior
"Expedientes de Madrid con cuantía superior a 530000€, ¿puedes listarlos?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Madrid' AND expedientes.total_amount > 530000;,expedientes,"{'region': 'Madrid', 'cuantia': 530000}",region_cuantia_superior
Filtra en Castilla-La Mancha los expedientes que estén por encima de 978000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Castilla-La Mancha' AND expedientes.total_amount > 978000;,expedientes,"{'region': 'Castilla-La Mancha', 'cuantia': 978000}",region_cuantia_superior
Contratos en Menorca con montos superiores a 829000€,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Menorca' AND expedientes.total_amount > 829000;,expedientes,"{'region': 'Menorca', 'cuantia': 829000}",region_cuantia_superior
Necesito consultar los contratos de Menorca que superen 987000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Menorca' AND expedientes.total_amount > 987000;,expedientes,"{'region': 'Menorca', 'cuantia': 987000}",region_cuantia_superior
Filtra todos los expedientes de Ceuta con cuantía superior a 63000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ceuta' AND expedientes.total_amount > 63000;,expedientes,"{'region': 'Ceuta', 'cuantia': 63000}",region_cuantia_superior
Muéstrame todas las licitaciones de Concesión de Servicios en País Vasco que estén Anuncio Previo y excedan 829000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'País Vasco' AND expedientes.procurement_project_type_code = 'Concesión de Servicios' AND expedientes.contract_folder_status = 'Anuncio Previo' AND expedientes.total_amount > 829000;,expedientes,"{'tipo': 'Concesión de Servicios', 'region': 'País Vasco', 'estado': 'Anuncio Previo', 'cuantia': 829000}",region_tipo_estado_cuantia_superior
¿Qué expedientes de Privado hay en La Rioja con estado Resuelto y montos mayores a 92000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'La Rioja' AND expedientes.procurement_project_type_code = 'Privado' AND expedientes.contract_folder_status = 'Resuelto' AND expedientes.total_amount > 92000;,expedientes,"{'tipo': 'Privado', 'region': 'La Rioja', 'estado': 'Resuelto', 'cuantia': 92000}",region_tipo_estado_cuantia_superior
Muéstrame todas las licitaciones de Concesión de Servicios en Madrid que estén Adjudicado y excedan 987000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Madrid' AND expedientes.procurement_project_type_code = 'Concesión de Servicios' AND expedientes.contract_folder_status = 'Adjudicado' AND expedientes.total_amount > 987000;,expedientes,"{'tipo': 'Concesión de Servicios', 'region': 'Madrid', 'estado': 'Adjudicado', 'cuantia': 987000}",region_tipo_estado_cuantia_superior
"¿Existen licitaciones de Patrimonial, con estado Resuelto, por encima de 206000€ en Ciudad Real ahora mismo?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ciudad Real' AND expedientes.procurement_project_type_code = 'Patrimonial' AND expedientes.contract_folder_status = 'Resuelto' AND expedientes.total_amount > 206000;,expedientes,"{'tipo': 'Patrimonial', 'estado': 'Resuelto', 'cuantia': 206000, 'region': 'Ciudad Real'}",region_tipo_estado_cuantia_superior
"Enseña los contratos de Privado, Publicado, con cuantía superior a 85000€ registrados en Gipuzkoa.",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Gipuzkoa' AND expedientes.procurement_project_type_code = 'Privado' AND expedientes.contract_folder_status = 'Publicado' AND expedientes.total_amount > 85000;,expedientes,"{'tipo': 'Privado', 'estado': 'Publicado', 'cuantia': 85000, 'region': 'Gipuzkoa'}",region_tipo_estado_cuantia_superior
